0,16,1
1,-1,1
2,3,1
2,19,2
3,2,1
3,19,1
3,20,2
3,4,1
4,3,1
4,19,2
4,20,1
4,5,1
5,4,1
5,20,2
5,6,1
6,5,1
6,7,1
7,6,1
7,8,1
8,7,1
8,9,1
8,25,2
9,8,1
9,25,1
9,10,1
10,9,1
10,25,2
10,11,1
10,27,2
11,10,1
11,27,1
11,28,2
12,-1,1
13,28,2
13,29,1
13,30,2
13,14,1
14,13,1
14,29,2
14,30,1
14,31,2
14,15,1
15,14,1
15,30,2
15,31,1
16,0,1
16,32,1
17,-1,1
18,-1,1
19,2,2
19,34,2
19,35,1
19,36,2
19,20,1
19,4,2
19,3,1
20,3,2
20,19,1
20,35,2
20,36,1
20,37,2
20,5,2
20,4,1
21,-1,1
22,-1,1
23,-1,1
24,-1,1
25,8,2
25,40,2
25,41,1
25,42,2
25,10,2
25,9,1
26,-1,1
27,10,2
27,42,2
27,43,1
27,44,2
27,28,1
27,11,1
28,11,2
28,27,1
28,43,2
28,44,1
28,45,2
28,29,1
28,13,2
29,28,1
29,44,2
29,45,1
29,30,1
29,14,2
29,13,1
30,13,2
30,29,1
30,45,2
30,47,2
30,31,1
30,15,2
30,14,1
31,14,2
31,30,1
31,47,1
31,15,1
32,48,1
32,49,2
32,16,1
33,-1,1
34,49,2
34,50,1
34,51,2
34,35,1
34,19,2
35,34,1
35,50,2
35,51,1
35,52,2
35,36,1
35,20,2
35,19,1
36,19,2
36,35,1
36,51,2
36,52,1
36,37,1
36,20,1
37,20,2
37,36,1
37,52,2
37,54,2
37,38,1
38,37,1
38,54,1
38,55,2
38,39,1
39,38,1
39,54,2
39,55,1
39,40,1
40,39,1
40,55,2
40,41,1
40,25,2
41,40,1
41,58,2
41,42,1
41,25,1
42,41,1
42,58,1
42,59,2
42,43,1
42,27,2
42,25,2
43,42,1
43,58,2
43,59,1
43,44,1
43,28,2
43,27,1
44,43,1
44,59,2
44,61,2
44,45,1
44,29,2
44,28,1
44,27,2
45,44,1
45,61,1
45,62,2
45,30,2
45,29,1
45,28,2
46,-1,1
47,62,2
47,63,1
47,31,1
47,30,2
48,64,1
48,65,2
48,49,1
48,32,1
49,48,1
49,64,2
49,65,1
49,50,1
49,34,2
49,32,2
50,49,1
50,65,2
50,67,2
50,51,1
50,35,2
50,34,1
51,50,1
51,67,1
51,68,2
51,52,1
51,36,2
51,35,1
51,34,2
52,51,1
52,67,2
52,68,1
52,69,2
52,37,2
52,36,1
52,35,2
53,-1,1
54,69,2
54,70,1
54,71,2
54,55,1
54,39,2
54,38,1
54,37,2
55,54,1
55,70,2
55,71,1
55,72,2
55,40,2
55,39,1
55,38,2
56,-1,1
57,-1,1
58,74,1
58,75,2
58,59,1
58,43,2
58,42,1
58,41,2
59,58,1
59,74,2
59,75,1
59,76,2
59,44,2
59,43,1
59,42,2
60,-1,1
61,76,2
61,77,1
61,78,2
61,62,1
61,45,1
61,44,2
62,61,1
62,77,2
62,78,1
62,79,2
62,63,1
62,47,2
62,45,2
63,62,1
63,78,2
63,79,1
63,47,1
64,80,1
64,65,1
64,49,2
64,48,1
65,64,1
65,80,2
65,50,2
65,49,1
65,48,2
66,-1,1
67,83,1
67,68,1
67,52,2
67,51,1
67,50,2
68,67,1
68,83,2
68,85,2
68,69,1
68,52,1
68,51,2
69,68,1
69,85,1
69,70,1
69,54,2
69,52,2
70,69,1
70,85,2
70,87,2
70,71,1
70,55,2
70,54,1
71,70,1
71,87,1
71,88,2
71,72,1
71,55,1
71,54,2
72,71,1
72,87,2
72,88,1
72,89,2
72,55,2
73,-1,1
74,89,2
74,90,1
74,91,2
74,75,1
74,59,2
74,58,1
75,74,1
75,90,2
75,91,1
75,92,2
75,76,1
75,59,1
75,58,2
76,75,1
76,91,2
76,92,1
76,93,2
76,77,1
76,61,2
76,59,2
77,76,1
77,92,2
77,93,1
77,94,2
77,78,1
77,62,2
77,61,1
78,77,1
78,93,2
78,94,1
78,95,2
78,79,1
78,63,2
78,62,1
78,61,2
79,78,1
79,94,2
79,95,1
79,63,1
79,62,2
80,96,1
80,97,2
80,65,2
80,64,1
81,-1,1
82,-1,1
83,98,2
83,99,1
83,100,2
83,68,2
83,67,1
84,-1,1
85,100,2
85,101,1
85,102,2
85,70,2
85,69,1
85,68,2
86,-1,1
87,102,2
87,103,1
87,104,2
87,88,1
87,72,2
87,71,1
87,70,2
88,103,2
88,104,1
88,105,2
88,89,1
88,72,1
88,71,2
88,87,1
89,88,1
89,104,2
89,105,1
89,90,1
89,74,2
89,72,2
90,89,1
90,105,2
90,107,2
90,91,1
90,75,2
90,74,1
91,90,1
91,107,1
91,92,1
91,76,2
91,75,1
91,74,2
92,91,1
92,107,2
92,93,1
92,77,2
92,76,1
92,75,2
93,92,1
93,110,2
93,94,1
93,78,2
93,77,1
93,76,2
94,93,1
94,110,1
94,111,2
94,95,1
94,79,2
94,78,1
94,77,2
95,94,1
95,110,2
95,111,1
95,79,1
95,78,2
96,80,1
96,97,1
97,96,1
97,113,1
97,98,1
97,80,2
98,97,1
98,113,2
98,115,2
98,99,1
98,83,2
99,98,1
99,115,1
99,100,1
99,83,1
100,99,1
100,115,2
100,117,2
100,101,1
100,85,2
100,83,2
101,100,1
101,117,1
101,118,2
101,102,1
101,85,1
102,101,1
102,117,2
102,118,1
102,119,2
102,103,1
102,87,2
102,85,2
103,102,1
103,118,2
103,119,1
103,104,1
103,88,2
103,87,1
104,87,2
104,103,1
104,119,2
104,121,2
104,105,1
104,89,2
104,88,1
105,104,1
105,121,1
105,122,2
105,90,2
105,89,1
105,88,2
106,-1,1
107,122,2
107,123,1
107,62,1
107,91,1
107,90,2
108,-1,1
109,-1,1
110,126,1
110,127,2
110,111,1
110,95,2
110,94,1
110,93,2
111,126,2
111,127,1
111,95,1
111,94,2
111,110,1
112,-1,1
113,128,2
113,129,1
113,98,2
113,97,1
113,96,2
114,-1,1
115,131,1
115,100,2
115,99,1
115,98,2
116,-1,1
117,133,1
117,118,1
117,102,2
117,101,1
117,100,2
118,117,1
118,133,2
118,135,2
118,119,1
118,103,2
118,102,1
118,101,2
119,118,1
119,135,1
119,104,2
119,103,1
119,102,2
120,-1,1
121,137,1
121,122,1
121,105,1
121,104,2
122,121,1
122,137,2
122,139,2
122,123,1
122,107,2
122,105,2
123,122,1
123,139,1
123,140,2
123,107,1
124,-1,1
125,-1,1
126,141,2
126,142,1
126,143,2
126,127,1
126,111,2
126,110,1
127,126,1
127,142,2
127,143,1
127,111,1
127,110,2
128,144,1
128,145,2
128,129,1
128,113,2
129,128,1
129,144,2
129,145,1
129,113,1
130,-1,1
131,115,1
132,-1,1
133,149,1
133,118,2
133,117,1
134,-1,1
135,151,1
135,152,2
135,119,1
135,118,2
136,-1,1
137,152,2
137,153,1
137,122,2
137,121,1
